ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,zfin_id_symbol,hgnc_symbol,description,entrezgene
ENSDARG00000001818,663.7874976167774,1.9988754014076324,0.5440093202736722,3.67434035946676,2.3846468313522162e-4,0.004240799184084009,c3b.2,,"complement component c3b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3063]",566347
ENSDARG00000001882,635.5470954108297,-0.8204366857550994,0.23924372705715088,-3.4292923615887005,6.05157273901545e-4,0.00863178231497349,kbtbd12,,kelch repeat and BTB (POZ) domain containing 12 [Source:ZFIN;Acc:ZDB-GENE-050904-1],559380
ENSDARG00000001890,2229.7764111497268,0.7318604229328439,0.16201622491669979,4.517204516455855,6.266137835454121e-6,2.3377026531829932e-4,stt3b,,"STT3B, subunit of the oligosaccharyltransferase complex (catalytic) [Source:ZFIN;Acc:ZDB-GENE-030131-2638]",323918
ENSDARG00000001939,387.67644755302126,0.7730605181288558,0.16370618918452873,4.722243685346961,2.3325696100583995e-6,1.0742996035989637e-4,b3gat3,,"beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) [Source:ZFIN;Acc:ZDB-GENE-020419-3]",192334
ENSDARG00000001994,4997.056830935132,-1.056357245548477,0.19817230583718498,-5.3304988357776,9.794336134572595e-8,7.4388467437738346e-6,stxbp1a,,syntaxin binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-050626-106],574003
ENSDARG00000002037,305.55227393503304,2.6103262659153303,0.20233573431262522,12.900965194225966,4.444946840843297e-38,1.638925982666271e-34,pfkfb2b,,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2b [Source:ZFIN;Acc:ZDB-GENE-120222-1]",564852
ENSDARG00000002197,1017.8409683525292,1.755891956546212,0.46515386737635644,3.7748626415816044,1.6009585445670376e-4,0.0030961656705007137,pygl,,"phosphorylase, glycogen, liver [Source:ZFIN;Acc:ZDB-GENE-041205-1]",NA
ENSDARG00000002204,16365.701606214618,0.9195994702577917,0.2643798486488591,3.478326638575145,5.045546874935437e-4,0.007516675657521662,hspb11,,"heat shock protein, alpha-crystallin-related, b11 [Source:ZFIN;Acc:ZDB-GENE-030131-5148]",796767
ENSDARG00000002230,2384.424803201375,-1.1644604682778226,0.3919450568936408,-2.970978834397734,0.0029685223863100785,0.027476128800503444,sypb,,synaptophysin b [Source:ZFIN;Acc:ZDB-GENE-040718-205],436774
ENSDARG00000002231,586.5858756693875,0.8540945516671956,0.1636542549768138,5.2188960915694,1.799927027462934e-7,1.2521945166214621e-5,plpp2a,,phospholipid phosphatase 2a [Source:ZFIN;Acc:ZDB-GENE-140703-2],563806
ENSDARG00000002344,13811.683410891956,0.5889979057701566,0.15037242172584223,3.9169277119445,8.96846271201873e-5,0.0019451892213528466,tubb4b,,"tubulin, beta 4B class IVb [Source:ZFIN;Acc:ZDB-GENE-030131-8625]",336681
ENSDARG00000002369,11296.826223120994,-0.6569602555261028,0.16727624770562688,-3.9273971322110417,8.58701284946927e-5,0.0018753256196328595,si:ch211-202a12.4,,si:ch211-202a12.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8486],NA
ENSDARG00000002403,419.12630204116874,-1.1846226732448097,0.2440397854686044,-4.8542194502019465,1.2086183880899513e-6,6.194154809250828e-5,nusap1,,nucleolar and spindle associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-030827-5],567446
ENSDARG00000002467,492.50111574380526,-0.6381560403031936,0.16318185162838014,-3.9107047379048567,9.202721498098654e-5,0.00199209205188294,rdh14b,,retinol dehydrogenase 14b (all-trans/9-cis/11-cis) [Source:ZFIN;Acc:ZDB-GENE-030131-6605],334665
ENSDARG00000002509,43.04129573217774,1.5085626048741947,0.38013585282173096,3.968482829694184,7.233166791420204e-5,0.0016311860237165053,zgc:153911,,zgc:153911 [Source:ZFIN;Acc:ZDB-GENE-061013-174],768172
ENSDARG00000002571,498.1479501070616,0.6715045024225876,0.14459060443834634,4.644177988127287,3.414331217146498e-6,1.4737189366317713e-4,tmod2,,tropomodulin 2 [Source:ZFIN;Acc:ZDB-GENE-040912-185],447869
ENSDARG00000002635,1141.0232013800178,-1.0002003945031914,0.24230388445935327,-4.127876021199223,3.661294144988335e-5,9.665729161047367e-4,zgc:85722,FAM184A (1 of many),zgc:85722 [Source:ZFIN;Acc:ZDB-GENE-040516-7],407982
ENSDARG00000002670,853.282403846809,-0.7599491950986335,0.17559387752606292,-4.327879797436766,1.5055159075597805e-5,4.758075488992146e-4,zgc:113944,ATG14,zgc:113944 [Source:ZFIN;Acc:ZDB-GENE-050913-155],407686
ENSDARG00000002682,424.58573940786687,-1.4230671006139908,0.24941058483281212,-5.705720555396308,1.158519339983006e-8,1.175684557726791e-6,tbcela,,tubulin folding cofactor E-like a [Source:ZFIN;Acc:ZDB-GENE-040426-1719],NA
ENSDARG00000002768,62410.04358307806,-1.0218484577869376,0.28885213971399903,-3.5376177541862757,4.037541057105854e-4,0.006392962424916182,pvalb2,,parvalbumin 2 [Source:ZFIN;Acc:ZDB-GENE-000322-4],58028
ENSDARG00000002816,158.4521977360716,1.1814294582618776,0.38189021371084514,3.0936363798953423,0.001977196547770668,0.020562579672741686,rasgrf2b,,Ras protein-specific guanine nucleotide-releasing factor 2b [Source:ZFIN;Acc:ZDB-GENE-060504-1],553520
ENSDARG00000002917,1414.4735646081124,-0.789693252292394,0.1703421632299937,-4.635923586494323,3.5534723028614508e-6,1.5117974568500746e-4,gls2b,,"glutaminase 2b (liver, mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-050208-408]",556445
ENSDARG00000002947,500.0732587539062,0.7930662140228683,0.15168092469841288,5.228516476938162,1.7087560772157946e-7,1.1925176875787073e-5,abcd3b,,"ATP-binding cassette, sub-family D (ALD), member 3b [Source:ZFIN;Acc:ZDB-GENE-050517-29]",100170781
ENSDARG00000003035,8051.3670588510795,0.6139890597286424,0.09806956870493559,6.2607500760604635,3.8313013215261513e-10,5.886102717786323e-8,hspa9,,heat shock protein 9 [Source:ZFIN;Acc:ZDB-GENE-030828-12],373085
ENSDARG00000003041,91.2359508587831,0.9088123299501323,0.28733798984586695,3.162868684498123,0.0015622278174057705,0.017525946249730154,,,,NA
ENSDARG00000003046,4431.076102843404,0.5851792765760336,0.19821424791144052,2.952256372798609,0.003154608950858505,0.028578793538019124,sorbs2a,,sorbin and SH3 domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-070308-2],NA
ENSDARG00000003061,429.37692777324025,0.7610006269941834,0.1667951166861181,4.56248745235309,5.05511156018594e-6,2.0077959254217873e-4,cd276,,CD276 molecule [Source:ZFIN;Acc:ZDB-GENE-070112-452],791140
ENSDARG00000003081,17276.9122242297,-1.3367977101506656,0.143064761402131,-9.34400405137609,9.275831856579252e-21,1.026046140815514e-17,mybphb,,myosin binding protein Hb [Source:ZFIN;Acc:ZDB-GENE-030131-9794],321053
ENSDARG00000003132,754.9605265206465,-0.7599453300621098,0.11058520329439349,-6.872034480408989,6.329265038629789e-12,1.5056164564473852e-9,apip,,APAF1 interacting protein [Source:ZFIN;Acc:ZDB-GENE-040912-128],447941
ENSDARG00000003193,137.22499201923114,3.9943912051460897,1.265511434703729,3.156345407563404,0.0015975954956144946,0.01777847341523112,rassf7b,,Ras association (RalGDS/AF-6) domain family (N-terminal) member 7b [Source:ZFIN;Acc:ZDB-GENE-030429-1],368288
ENSDARG00000003207,314.36277531026,-0.9593429605681681,0.21225287326937267,-4.519811420176416,6.189473947404358e-6,2.3247832281566487e-4,mterf3,,mitochondrial transcription termination factor 3 [Source:ZFIN;Acc:ZDB-GENE-040718-359],436888
ENSDARG00000003213,1976.5047703203443,0.6421658126157178,0.14324628216295776,4.4829492460068625,7.361844352227466e-6,2.635889273354465e-4,naa15a,,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit a [Source:ZFIN;Acc:ZDB-GENE-030131-2392]",323672
ENSDARG00000003381,172.2426295742105,-1.059180622489703,0.27606771941797775,-3.8366695849943264,1.2471408595445923e-4,0.002554675669972687,si:ch211-266g18.6,,si:ch211-266g18.6 [Source:ZFIN;Acc:ZDB-GENE-131121-599],565707
ENSDARG00000003533,178.5868210967951,-0.6215353212506505,0.21324052468029542,-2.914714837540839,0.0035601367777771285,0.031225967614605384,col8a1b,,"collagen, type VIII, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-060503-140]",562442
ENSDARG00000003632,820.3988679537207,0.6239920865093838,0.14843772583218048,4.20372976621086,2.6255237259956997e-5,7.427680484680673e-4,zgc:172270,,zgc:172270 [Source:ZFIN;Acc:ZDB-GENE-080204-67],100136849
ENSDARG00000003655,2248.696653883184,-0.7393642160674913,0.23969703929720096,-3.084578008286334,0.00203841146307564,0.0209432882211243,tmem59l,,transmembrane protein 59-like [Source:ZFIN;Acc:ZDB-GENE-040426-2651],406646
ENSDARG00000003732,19.284261010381044,2.0815278698781357,0.6736583681736067,3.0898864590986728,0.0020023302414213053,0.020705851036921075,mitfa,,microphthalmia-associated transcription factor a [Source:ZFIN;Acc:ZDB-GENE-990910-11],30080
ENSDARG00000003779,783.7966868093816,1.146650497563413,0.3248738180416076,3.529525723173414,4.163052319296037e-4,0.0065411368224279984,ctnnd2b,,"catenin (cadherin-associated protein), delta 2b [Source:ZFIN;Acc:ZDB-GENE-070912-532]",558069
ENSDARG00000003789,3015.8493403325665,0.8202098795548779,0.1928052970211853,4.254083742651292,2.0990674030756557e-5,6.19995569535951e-4,dennd5b,,DENN/MADD domain containing 5B [Source:ZFIN;Acc:ZDB-GENE-030131-2248],323528
ENSDARG00000003822,139.89615057409114,-0.9035599318636091,0.22753041946733488,-3.9711610165309237,7.152321650453472e-5,0.0016195579516170128,ankrd16,,ankyrin repeat domain 16 [Source:ZFIN;Acc:ZDB-GENE-041210-253],550225
ENSDARG00000003835,2184.794187489851,-0.671619817464207,0.16104202956245786,-4.170462948641173,3.039814772972538e-5,8.322997799810824e-4,stom,,stomatin [Source:ZFIN;Acc:ZDB-GENE-980526-486],81534
ENSDARG00000003865,95.92031575588396,0.8211947511608588,0.28948752116809867,2.836718998619668,0.004557970763523435,0.037319018209263116,pard6b,,par-6 partitioning defective 6 homolog beta (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-090312-133],100124652
ENSDARG00000004141,271.0574388476028,2.0877089436540133,0.4451307147752732,4.690103096363514,2.7306742751550027e-6,1.2179578022027041e-4,zgc:92630,,zgc:92630 [Source:ZFIN;Acc:ZDB-GENE-040718-449],436969
ENSDARG00000004169,858.0208025198199,-0.8862359639316729,0.22898265929823167,-3.8703191178220235,1.0869297934363724e-4,0.0022901093162088445,stmn1a,,stathmin 1a [Source:ZFIN;Acc:ZDB-GENE-031006-14],678630
ENSDARG00000004227,717.4558444689485,0.704284689989183,0.16040027786089042,4.390794700492879,1.1293713484955458e-5,3.762813605838398e-4,pde3a,,"phosphodiesterase 3A, cGMP-inhibited [Source:ZFIN;Acc:ZDB-GENE-041210-23]",567051
ENSDARG00000004260,98.4800013636698,-0.737817703206249,0.23096615426287673,-3.194484081708757,0.0014008101013998897,0.016250719388185505,cul5b,,cullin 5b [Source:ZFIN;Acc:ZDB-GENE-091113-45],100006147
ENSDARG00000004325,366.02813060388195,-0.9238621741887869,0.2990602430416153,-3.0892176264975086,0.002006843758548443,0.020717407592331875,casp9,,"caspase 9, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-030825-5]",492763
ENSDARG00000004433,194.76349419065465,-0.6237255793113632,0.2177697055433087,-2.864152191211557,0.004181270626914063,0.03514523179301665,btk,,Bruton agammaglobulinemia tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-070531-1],568653
ENSDARG00000004472,187.89458986402192,-0.7724870578217017,0.2403918351565225,-3.2134496469845764,0.0013115079187544963,0.015524071528413976,atat1,,alpha tubulin acetyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2120],406389
ENSDARG00000004497,226.448216464869,-0.6760544408913658,0.2427008769679319,-2.785545933485411,0.0053437668279067195,0.0418330338053009,tspan33a,,tetraspanin 33a [Source:ZFIN;Acc:ZDB-GENE-040718-361],436890
ENSDARG00000004539,309.44611026405926,1.1056448909863548,0.39334113154069866,2.810905858371831,0.0049402238384737675,0.03959875796324462,ptgs2a,,prostaglandin-endoperoxide synthase 2a [Source:ZFIN;Acc:ZDB-GENE-020530-2],246227
ENSDARG00000004647,271.1521292490224,-0.8139775891015005,0.2046409605999778,-3.977588781420081,6.961763283601025e-5,0.001587784423949541,spice1,,spindle and centriole associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-041212-64],494093
ENSDARG00000004672,1264.2058095334544,-0.6509726175987921,0.17035177972935936,-3.821343214805286,1.3272678377547644e-4,0.002664532338897337,ptk2ab,,protein tyrosine kinase 2ab [Source:ZFIN;Acc:ZDB-GENE-020114-1],142986
ENSDARG00000004692,724.0583692537442,0.9563434590531953,0.2594244010122697,3.686405192886864,2.2744411874708913e-4,0.004094179201824128,nabp1a,,nucleic acid binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-041212-71],494100
ENSDARG00000004724,720.5804717246998,-0.9327001574468315,0.22539580005570944,-4.1380547340114715,3.5026282523410706e-5,9.302358322513986e-4,tcea3,,"transcription elongation factor A (SII), 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1860]",402983
ENSDARG00000004735,5522.574464707646,0.610226837303855,0.13155524935317278,4.638559390858225,3.5084611983852454e-6,1.498410947719629e-4,hnrnpub,,heterogeneous nuclear ribonucleoprotein Ub [Source:ZFIN;Acc:ZDB-GENE-030131-6422],334490
ENSDARG00000004754,2620.054709435267,1.8817770953876638,0.23579306941397826,7.980629371611668,1.4558901494697291e-15,6.852905909940174e-13,hspa4a,,heat shock protein 4a [Source:ZFIN;Acc:ZDB-GENE-040426-2832],335865
ENSDARG00000004866,820.8917401570936,-0.7676663045434697,0.14204188344710159,-5.404506656160748,6.498701043154637e-8,5.228027751916729e-6,fam63a,,"family with sequence similarity 63, member A [Source:ZFIN;Acc:ZDB-GENE-070717-2]",563470
ENSDARG00000004871,30.516662908447366,-2.846719854907523,0.7441369683582989,-3.8255320941625888,1.3048993209842862e-4,0.002628790811843177,mst1rb,,macrophage stimulating 1 receptor b [Source:ZFIN;Acc:ZDB-GENE-071218-3],100134855
ENSDARG00000004889,241.6224907832038,-0.7032011441905157,0.16898068819203874,-4.161429046799479,3.162622639136528e-5,8.584871244861032e-4,aga,,aspartylglucosaminidase [Source:ZFIN;Acc:ZDB-GENE-040426-2311],566517
ENSDARG00000004904,419.43852197078667,-0.9496134298043396,0.2829402176325079,-3.356233474866867,7.901183617302734e-4,0.01056180575018661,gys2,,glycogen synthase 2 [Source:ZFIN;Acc:ZDB-GENE-030826-31],373082
ENSDARG00000004906,2716.554316971406,0.591415433143169,0.09984777234524707,5.923171035786473,3.1579209627623646e-9,3.776361376172529e-7,stip1,,stress-induced phosphoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-041121-17],493606
ENSDARG00000004939,593.3652738506461,0.9505386842174242,0.20925396099783045,4.5425122644501785,5.5587761420233155e-6,2.1650845878517925e-4,mtdhb,,metadherin b [Source:ZFIN;Acc:ZDB-GENE-090929-2],553275
ENSDARG00000004954,2971.5066737749653,-0.6373390520962626,0.22602019585810304,-2.8198323148803404,0.004804875074553973,0.03878082862982764,grna,,granulin a [Source:ZFIN;Acc:ZDB-GENE-030131-8434],791524
ENSDARG00000005098,133.06612538585142,-1.0745349276656804,0.2825168297759303,-3.803436873187043,1.427023700985105e-4,0.0028156168060687915,zgc:86764,,zgc:86764 [Source:ZFIN;Acc:ZDB-GENE-040718-435],797431
ENSDARG00000005122,2741.804846320011,0.9131365433336058,0.1920086337939191,4.755705643495521,1.97754438961415e-6,9.348122763126889e-5,atp2a2b,,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2b [Source:ZFIN;Acc:ZDB-GENE-030131-867]",568265
ENSDARG00000005134,955.3683393303362,0.6584420596746559,0.15844781433334845,4.155576790030064,3.2446794203362364e-5,8.786051752276445e-4,psmd11b,,"proteasome 26S subunit, non-ATPase 11b [Source:ZFIN;Acc:ZDB-GENE-030131-984]",322265
ENSDARG00000005139,584.3958927622652,1.2491144495128463,0.20113221010294632,6.210414775800986,5.284493032662545e-10,7.922532688212194e-8,hhatlb,,"hedgehog acyltransferase-like, b [Source:ZFIN;Acc:ZDB-GENE-050506-130]",792224
ENSDARG00000005210,233.34040675583046,1.636369022308193,0.47707956881685426,3.429970867053369,6.036460575126348e-4,0.008615781761517434,coro2a,,"coronin, actin binding protein, 2A [Source:ZFIN;Acc:ZDB-GENE-030131-2258]",323538
ENSDARG00000005236,3660.927716917436,0.6764551587254984,0.15822775681390805,4.275199069661833,1.909665848065846e-5,5.747964293436831e-4,srcap,,Snf2-related CREBBP activator protein [Source:ZFIN;Acc:ZDB-GENE-041008-127],563456
ENSDARG00000005254,1740.0025812247732,0.5869034350453152,0.17172182008100184,3.4177568975711448,6.313947569151227e-4,0.00895406808155978,kdelr2a,,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2a [Source:ZFIN;Acc:ZDB-GENE-030826-32],373129
ENSDARG00000005394,330.6986722164696,0.6460150170810944,0.20305520154648676,3.1814748509813375,0.001465272440503796,0.01681339325791778,dnmt3aa,,DNA (cytosine-5-)-methyltransferase 3 alpha a [Source:ZFIN;Acc:ZDB-GENE-050314-5],553187
ENSDARG00000005551,1473.9799114528262,0.5866340894381272,0.08763889758481604,6.693763906265351,2.1750223209742975e-11,4.811801880691438e-9,hnrnph1l,,"heterogeneous nuclear ribonucleoprotein H1, like [Source:ZFIN;Acc:ZDB-GENE-030131-275]",321556
ENSDARG00000005578,997.4513371094574,1.1217317339399138,0.3661037811358702,3.0639719984853455,0.0021841935292893676,0.021924189404931342,ugp2a,,UDP-glucose pyrophosphorylase 2a [Source:ZFIN;Acc:ZDB-GENE-090311-46],555748
ENSDARG00000005586,119.53751978440677,0.9973175851826723,0.36811688779049884,2.70924159760435,0.006743721320977458,0.049647702756733546,zbtb20,,zinc finger and BTB domain containing 20 [Source:ZFIN;Acc:ZDB-GENE-070112-1992],568779
ENSDARG00000005616,141.7439127883858,7.255104266999666,2.351454142932489,3.085369233674213,0.0020329959879664965,0.02090933065633789,bfb,,complement component bfb [Source:ZFIN;Acc:ZDB-GENE-990415-34],30489
ENSDARG00000005699,1086.24823309568,0.6578278901615334,0.11022791191015494,5.96788852081058,2.4034348120030993e-9,2.937634715245556e-7,ddx19,,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 19 (DBP5 homolog, yeast) [Source:ZFIN;Acc:ZDB-GENE-020419-30]",192339
ENSDARG00000005762,277.06103406638726,1.2405906291428932,0.36302773346277584,3.417343951409434,6.323533395540134e-4,0.008961917316433976,col14a1a,,"collagen, type XIV, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9889]",321298
ENSDARG00000005799,815.5443836638308,-0.7295890221507486,0.1577539330053324,-4.624854723121782,3.7486104498105314e-6,1.5676844797950546e-4,smim14,,small integral membrane protein 14 [Source:ZFIN;Acc:ZDB-GENE-040426-22],402894
ENSDARG00000006112,488.8374863686598,0.666364275088573,0.19234073754763079,3.4644989074327333,5.312202975578788e-4,0.007819152789669296,myof,,myoferlin [Source:ZFIN;Acc:ZDB-GENE-040426-1138],393849
ENSDARG00000006200,4156.9718594438145,0.888412131017431,0.16279240799243563,5.457331468791298,4.83343547275974e-8,4.0859259284259756e-6,eif4g1a,,"eukaryotic translation initiation factor 4 gamma, 1a [Source:ZFIN;Acc:ZDB-GENE-070112-702]",572435
ENSDARG00000006207,146.6658047687132,-0.972032662628665,0.3571350090105334,-2.721751265219691,0.0064936998478114065,0.04825197587355374,gpx1b,,glutathione peroxidase 1b [Source:ZFIN;Acc:ZDB-GENE-040912-60],NA
ENSDARG00000006235,594.8566499637778,-0.6396232388870687,0.16366597789817125,-3.908101409353542,9.302426195183526e-5,0.0020058243149712004,brms1la,,breast cancer metastasis-suppressor 1-like a [Source:ZFIN;Acc:ZDB-GENE-050913-49],792017
ENSDARG00000006353,2355.7833854941427,0.6954215167843771,0.11831028753718947,5.877946299181966,4.153876171091913e-9,4.761461271143337e-7,itga5,,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide) [Source:ZFIN;Acc:ZDB-GENE-031116-52]",386787
ENSDARG00000006356,403.61870099546877,-0.8816669300026079,0.3210698053158357,-2.746028793132117,0.0060321469311745346,0.045765494202774946,slc18a3a,,"solute carrier family 18 (vesicular acetylcholine transporter), member 3a [Source:ZFIN;Acc:ZDB-GENE-060929-990]",559347
ENSDARG00000006383,477.658839210349,0.8974870008389979,0.3304694805233157,2.71579390453176,0.006611706233542569,0.04890363657795462,stxbp5l,,syntaxin binding protein 5-like [Source:ZFIN;Acc:ZDB-GENE-041210-220],567605
ENSDARG00000006546,1518.3343399769574,-0.7302009043343768,0.1295964222918183,-5.634421779716645,1.7564666023335733e-8,1.6894917671054628e-6,ak4,,adenylate kinase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2505],406590
ENSDARG00000006585,154.4469117653222,0.918788618360579,0.1832351478893234,5.014259703687091,5.323803956299695e-7,3.1491581530806996e-5,,DMWD,"dystrophia myotonica, WD repeat containing [Source:HGNC Symbol;Acc:HGNC:2936]",571996
ENSDARG00000006757,1630.2358294645144,-1.0983552014608136,0.4005216261193069,-2.742311849931511,0.006100839011882634,0.0461274304374161,klhl41b,,kelch-like family member 41b [Source:ZFIN;Acc:ZDB-GENE-030131-9875],321064
ENSDARG00000006791,625.5429114738394,-0.8598055645970193,0.21581201140347506,-3.9840487051925715,6.775097733793939e-5,0.00155482870502825,arntl1a,,aryl hydrocarbon receptor nuclear translocator-like 1a [Source:ZFIN;Acc:ZDB-GENE-000509-1],58098
ENSDARG00000006878,525.0092488223459,-2.162245163468925,0.2822741621095437,-7.660088855847212,1.8580448573922965e-14,7.087159720705134e-12,phf21aa,,PHD finger protein 21Aa [Source:ZFIN;Acc:ZDB-GENE-050208-99],497383
ENSDARG00000006990,347.48502945636926,1.4013146954834277,0.2647505181817123,5.292962994397734,1.2035028086953602e-7,8.904713256443963e-6,creld1b,,cysteine-rich with EGF-like domains 1b [Source:ZFIN;Acc:ZDB-GENE-161219-1],569741
ENSDARG00000007018,264.0791875798822,-0.9681055012484706,0.33432929015578416,-2.8956646329053966,0.003783565080735464,0.03265852917717935,ms4a17a.6,,"membrane-spanning 4-domains, subfamily A, member 17A.6 [Source:ZFIN;Acc:ZDB-GENE-070209-265]",100009643
ENSDARG00000007024,658.1843668415567,3.6622238941988443,1.186934786148805,3.085446594822198,0.002032467205241146,0.02090933065633789,uox,,urate oxidase [Source:ZFIN;Acc:ZDB-GENE-030826-24],NA
ENSDARG00000007130,517.3729208530411,0.6431131668758102,0.20856126986051915,3.0835694820323503,0.002045333423065435,0.020986380933981728,mrto4,,"MRT4 homolog, ribosome maturation factor [Source:ZFIN;Acc:ZDB-GENE-050417-142]",550350
ENSDARG00000007216,2305.456889011622,0.9068361073888134,0.2585627903723417,3.5072181348403992,4.528177891598819e-4,0.00694226469132645,abce1,,"ATP-binding cassette, sub-family E (OABP), member 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1995]",406324
ENSDARG00000007275,9434.137683597888,0.705516778814002,0.1711718226682751,4.121687599139891,3.76107010882396e-5,9.853014892048288e-4,si:ch211-251b21.1,,si:ch211-251b21.1 [Source:ZFIN;Acc:ZDB-GENE-060809-5],571720
ENSDARG00000007278,166.09440600445436,-0.8183277982922386,0.2733219323266954,-2.994007071902705,0.0027533956253187413,0.026075929545773337,ect2,,epithelial cell transforming 2 [Source:ZFIN;Acc:ZDB-GENE-040831-2],445406
ENSDARG00000007349,60.86313729197724,-1.1684857265355926,0.27471740258874244,-4.253409924251648,2.1053965074244426e-5,6.210358257833459e-4,dmrt1,,doublesex and mab-3 related transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-050511-1],402923
ENSDARG00000007412,2590.11899441437,0.8325046412327032,0.13865268245095688,6.004244753989307,1.9222454943374407e-9,2.4162407426833636e-7,slc2a1b,,"solute carrier family 2 (facilitated glucose transporter), member 1b [Source:ZFIN;Acc:ZDB-GENE-090915-1]",100321338
