ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,zfin_id_symbol,hgnc_symbol,description,entrezgene
ENSDARG00000002635,1141.0232013800178,-1.0002003945031914,0.24230388445935327,-4.127876021199223,3.661294144988335e-5,9.665729161047367e-4,zgc:85722,FAM184A (1 of many),zgc:85722 [Source:ZFIN;Acc:ZDB-GENE-040516-7],407982
ENSDARG00000002682,424.58573940786687,-1.4230671006139908,0.24941058483281212,-5.705720555396308,1.158519339983006e-8,1.175684557726791e-6,tbcela,,tubulin folding cofactor E-like a [Source:ZFIN;Acc:ZDB-GENE-040426-1719],NA
ENSDARG00000002768,62410.04358307806,-1.0218484577869376,0.28885213971399903,-3.5376177541862757,4.037541057105854e-4,0.006392962424916182,pvalb2,,parvalbumin 2 [Source:ZFIN;Acc:ZDB-GENE-000322-4],58028
ENSDARG00000002816,158.4521977360716,1.1814294582618776,0.38189021371084514,3.0936363798953423,0.001977196547770668,0.020562579672741686,rasgrf2b,,Ras protein-specific guanine nucleotide-releasing factor 2b [Source:ZFIN;Acc:ZDB-GENE-060504-1],553520
ENSDARG00000003081,17276.9122242297,-1.3367977101506656,0.143064761402131,-9.34400405137609,9.275831856579252e-21,1.026046140815514e-17,mybphb,,myosin binding protein Hb [Source:ZFIN;Acc:ZDB-GENE-030131-9794],321053
ENSDARG00000003193,137.22499201923114,3.9943912051460897,1.265511434703729,3.156345407563404,0.0015975954956144946,0.01777847341523112,rassf7b,,Ras association (RalGDS/AF-6) domain family (N-terminal) member 7b [Source:ZFIN;Acc:ZDB-GENE-030429-1],368288
ENSDARG00000003381,172.2426295742105,-1.059180622489703,0.27606771941797775,-3.8366695849943264,1.2471408595445923e-4,0.002554675669972687,si:ch211-266g18.6,,si:ch211-266g18.6 [Source:ZFIN;Acc:ZDB-GENE-131121-599],565707
ENSDARG00000003732,19.284261010381044,2.0815278698781357,0.6736583681736067,3.0898864590986728,0.0020023302414213053,0.020705851036921075,mitfa,,microphthalmia-associated transcription factor a [Source:ZFIN;Acc:ZDB-GENE-990910-11],30080
ENSDARG00000003779,783.7966868093816,1.146650497563413,0.3248738180416076,3.529525723173414,4.163052319296037e-4,0.0065411368224279984,ctnnd2b,,"catenin (cadherin-associated protein), delta 2b [Source:ZFIN;Acc:ZDB-GENE-070912-532]",558069
ENSDARG00000004141,271.0574388476028,2.0877089436540133,0.4451307147752732,4.690103096363514,2.7306742751550027e-6,1.2179578022027041e-4,zgc:92630,,zgc:92630 [Source:ZFIN;Acc:ZDB-GENE-040718-449],436969
ENSDARG00000004539,309.44611026405926,1.1056448909863548,0.39334113154069866,2.810905858371831,0.0049402238384737675,0.03959875796324462,ptgs2a,,prostaglandin-endoperoxide synthase 2a [Source:ZFIN;Acc:ZDB-GENE-020530-2],246227
ENSDARG00000004754,2620.054709435267,1.8817770953876638,0.23579306941397826,7.980629371611668,1.4558901494697291e-15,6.852905909940174e-13,hspa4a,,heat shock protein 4a [Source:ZFIN;Acc:ZDB-GENE-040426-2832],335865
ENSDARG00000004871,30.516662908447366,-2.846719854907523,0.7441369683582989,-3.8255320941625888,1.3048993209842862e-4,0.002628790811843177,mst1rb,,macrophage stimulating 1 receptor b [Source:ZFIN;Acc:ZDB-GENE-071218-3],100134855
ENSDARG00000005098,133.06612538585142,-1.0745349276656804,0.2825168297759303,-3.803436873187043,1.427023700985105e-4,0.0028156168060687915,zgc:86764,,zgc:86764 [Source:ZFIN;Acc:ZDB-GENE-040718-435],797431
ENSDARG00000005139,584.3958927622652,1.2491144495128463,0.20113221010294632,6.210414775800986,5.284493032662545e-10,7.922532688212194e-8,hhatlb,,"hedgehog acyltransferase-like, b [Source:ZFIN;Acc:ZDB-GENE-050506-130]",792224
ENSDARG00000005210,233.34040675583046,1.636369022308193,0.47707956881685426,3.429970867053369,6.036460575126348e-4,0.008615781761517434,coro2a,,"coronin, actin binding protein, 2A [Source:ZFIN;Acc:ZDB-GENE-030131-2258]",323538
ENSDARG00000005578,997.4513371094574,1.1217317339399138,0.3661037811358702,3.0639719984853455,0.0021841935292893676,0.021924189404931342,ugp2a,,UDP-glucose pyrophosphorylase 2a [Source:ZFIN;Acc:ZDB-GENE-090311-46],555748
ENSDARG00000005616,141.7439127883858,7.255104266999666,2.351454142932489,3.085369233674213,0.0020329959879664965,0.02090933065633789,bfb,,complement component bfb [Source:ZFIN;Acc:ZDB-GENE-990415-34],30489
ENSDARG00000005762,277.06103406638726,1.2405906291428932,0.36302773346277584,3.417343951409434,6.323533395540134e-4,0.008961917316433976,col14a1a,,"collagen, type XIV, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9889]",321298
ENSDARG00000006757,1630.2358294645144,-1.0983552014608136,0.4005216261193069,-2.742311849931511,0.006100839011882634,0.0461274304374161,klhl41b,,kelch-like family member 41b [Source:ZFIN;Acc:ZDB-GENE-030131-9875],321064
ENSDARG00000006878,525.0092488223459,-2.162245163468925,0.2822741621095437,-7.660088855847212,1.8580448573922965e-14,7.087159720705134e-12,phf21aa,,PHD finger protein 21Aa [Source:ZFIN;Acc:ZDB-GENE-050208-99],497383
ENSDARG00000006990,347.48502945636926,1.4013146954834277,0.2647505181817123,5.292962994397734,1.2035028086953602e-7,8.904713256443963e-6,creld1b,,cysteine-rich with EGF-like domains 1b [Source:ZFIN;Acc:ZDB-GENE-161219-1],569741
ENSDARG00000007024,658.1843668415567,3.6622238941988443,1.186934786148805,3.085446594822198,0.002032467205241146,0.02090933065633789,uox,,urate oxidase [Source:ZFIN;Acc:ZDB-GENE-030826-24],NA
ENSDARG00000007349,60.86313729197724,-1.1684857265355926,0.27471740258874244,-4.253409924251648,2.1053965074244426e-5,6.210358257833459e-4,dmrt1,,doublesex and mab-3 related transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-050511-1],402923
ENSDARG00000007418,115.39730094080676,3.7397293554615834,1.2528717143608323,2.9849260004799865,0.0028364693361635097,0.026593470942811018,chmp4c,,charged multivesicular body protein 4C [Source:ZFIN;Acc:ZDB-GENE-050417-389],550542
ENSDARG00000007436,93.59779397530215,-1.0069437064183409,0.36814710038162485,-2.7351667455061666,0.006234868349102187,0.04686140223272179,avpr2aa,,"arginine vasopressin receptor 2a, duplicate a [Source:ZFIN;Acc:ZDB-GENE-090313-344]",100007585
ENSDARG00000007950,76.032214238382707,-1.2932762347016724,0.27130990330704013,-4.766785948237495,1.871879943136221e-6,8.924913789224702e-5,itga11b,,"integrin, alpha 11b [Source:ZFIN;Acc:ZDB-GENE-071009-4]",567175
ENSDARG00000007971,118.07371620463016,-1.1389915876383747,0.27111219501256023,-4.201181682681618,2.655253917576504e-5,7.492625308487882e-4,cks1b,,CDC28 protein kinase regulatory subunit 1B [Source:ZFIN;Acc:ZDB-GENE-040801-112],445199
ENSDARG00000007982,121.26196792442585,1.285308272663938,0.396059150098638,3.2452432227454753,0.001173503453489201,0.014415001055825428,onecut1,,one cut homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1469],393545
ENSDARG00000008275,1510.4487530365516,-2.047480935310341,0.3065417934651956,-6.679288041494445,2.4010583127854193e-11,5.1917822569001284e-9,klhl24b,,kelch-like family member 24b [Source:ZFIN;Acc:ZDB-GENE-040426-1185],393412
ENSDARG00000008433,3759.6577482781045,1.0790628235543855,0.27514058520294865,3.9218598839515058,8.786808624988638e-5,0.001912563411175492,unc45b,,unc-45 myosin chaperone B [Source:ZFIN;Acc:ZDB-GENE-020919-3],266640
ENSDARG00000008434,2232.467849895608,1.0486865207090175,0.280371520196698,3.740346094971768,1.8376704220924767e-4,0.0034599815104639883,bcl2l1,,bcl2-like 1 [Source:ZFIN;Acc:ZDB-GENE-010730-1],114401
ENSDARG00000008473,62.34116999172232,-1.4950326447929199,0.3101609287656117,-4.820183672852987,1.4342610970085334e-6,7.146432038090042e-5,asb14a,,ankyrin repeat and SOCS box containing 14a [Source:ZFIN;Acc:ZDB-GENE-140106-2],NA
ENSDARG00000009822,189.68585185936544,1.1211466380523833,0.2988497582926119,3.7515393837281885,1.7575213799631608e-4,0.0033317605388967445,her4.4,,"hairy-related 4, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-081031-104]",100149066
ENSDARG00000010023,384.7227988968831,1.4945961883801573,0.2300690930187915,6.496292782177753,8.232337316599819e-11,1.517699987126148e-8,,,,557306
ENSDARG00000010266,1076.9541810768221,-1.2200327030630727,0.2894249842759748,-4.215367605927681,2.493716528317942e-5,7.118514936255204e-4,igf2bp3,,insulin-like growth factor 2 mRNA binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-000308-1],30967
ENSDARG00000010267,993.3761017764323,1.5434537830421777,0.5163028039291634,2.989435213785783,0.002794937122700833,0.026323688808815734,dpydb,,dihydropyrimidine dehydrogenase b [Source:ZFIN;Acc:ZDB-GENE-040426-2459],405829
ENSDARG00000010442,1089.4330769287908,-1.2903264484970973,0.1586203693969107,-8.13468316460892,4.130170836611964e-16,2.0766311231446928e-13,rnf11a,,ring finger protein 11a [Source:ZFIN;Acc:ZDB-GENE-040426-1277],393996
ENSDARG00000010478,5876.607135816652,2.9178063803442016,0.4696365743765292,6.212902783855292,5.201463257122636e-10,7.922532688212194e-8,hsp90aa1.1,,"heat shock protein 90, alpha (cytosolic), class A member 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-990415-94]",30591
ENSDARG00000010591,150.5526421225555,1.2054076198179484,0.42978291965327525,2.8046894483159166,0.005036507992553614,0.04009451828688866,foxn4,,forkhead box N4 [Source:ZFIN;Acc:ZDB-GENE-990415-277],30315
ENSDARG00000010658,855.4845674549177,1.006245816407257,0.26598237890109755,3.783129621460442,1.548687101045059e-4,0.003010685829210882,insig1,,insulin induced gene 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6121],334189
ENSDARG00000010878,338.39173267491003,-1.3769182833640925,0.38522452804310797,-3.5743266150747557,3.511303994586065e-4,0.005692917970775954,cdkn1ca,,cyclin-dependent kinase inhibitor 1Ca [Source:ZFIN;Acc:ZDB-GENE-040123-1],399483
ENSDARG00000011072,196.80708052764052,-1.1870544326883967,0.2276234039249937,-5.214992888339172,1.838242875280256e-7,1.2708577228070346e-5,ddx11,,DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:ZFIN;Acc:ZDB-GENE-041114-191],492353
ENSDARG00000011573,155.78051066066402,1.5824819861488248,0.5709097403713759,2.771860198285324,0.005573696865506161,0.04311429921524224,abcb11a,,"ATP-binding cassette, sub-family B (MDR/TAP), member 11a [Source:ZFIN;Acc:ZDB-GENE-050517-13]",797269
ENSDARG00000011785,60.20547521679186,1.0417259101850196,0.36194796563575976,2.8781095878111467,0.004000661348073459,0.03403310543923731,tbx6,,T-box 6 [Source:ZFIN;Acc:ZDB-GENE-020416-5],192294
ENSDARG00000011855,160.84030998240735,1.286464216903141,0.3283952158456848,3.917426791953204,8.949921302341757e-5,0.0019430727082601245,aak1a,,AP2 associated kinase 1a [Source:ZFIN;Acc:ZDB-GENE-081105-101],568999
ENSDARG00000011975,20.762058860700506,2.4070311276600584,0.835877308489857,2.8796464543447606,0.003981213412220953,0.03392772893627278,fmn1,,formin 1 [Source:ZFIN;Acc:ZDB-GENE-041001-198],561077
ENSDARG00000011999,95.44696455565631,1.2564746146829195,0.3469999339995487,3.6209649961620847,2.935062271858006e-4,0.0049642494373329255,ybey,,ybeY metallopeptidase [Source:ZFIN;Acc:ZDB-GENE-030131-437],321718
ENSDARG00000012016,1032.8406923999482,-1.0402531514535887,0.21286132645763278,-4.886999290876998,1.0238446253625555e-6,5.471138803598023e-5,hpgd,,hydroxyprostaglandin dehydrogenase 15-(NAD) [Source:ZFIN;Acc:ZDB-GENE-080728-2],565975
ENSDARG00000012030,18.68630741973844,1.8677164470341836,0.6800923086997633,2.7462690331037316,0.006027731170810562,0.045762353017104344,dnaaf1,,"dynein, axonemal, assembly factor 1 [Source:ZFIN;Acc:ZDB-GENE-031114-4]",386722
ENSDARG00000012274,760.1769841723202,1.108193257526291,0.29803879880483725,3.7182852097453316,2.0057973592977788e-4,0.0037226723976295944,eif4e1c,,eukaryotic translation initiation factor 4E family member 1c [Source:ZFIN;Acc:ZDB-GENE-050417-398],550549
ENSDARG00000012341,404.2329945053614,1.3644053753844325,0.4534108064408736,3.009203477293733,0.0026193362509628944,0.025183648796198225,capn9,,calpain 9 [Source:ZFIN;Acc:ZDB-GENE-010724-2],445107
ENSDARG00000012353,221.66573223197497,-1.0540011741390687,0.27549594231771773,-3.825831935206995,1.303311877525013e-4,0.002628790811843177,vipr2,,vasoactive intestinal peptide receptor 2 [Source:ZFIN;Acc:ZDB-GENE-010406-4],81886
ENSDARG00000012671,106.16132102854213,1.0706046084062715,0.3837417967955147,2.7899087807126906,0.005272289359990198,0.041459331964889344,inhbaa,,"inhibin, beta Aa [Source:ZFIN;Acc:ZDB-GENE-000210-21]",30072
ENSDARG00000012788,200.28023987619204,1.9183779918965953,0.6443662437031945,2.9771547014499276,0.002909371645785618,0.02708011435964144,foxa3,,forkhead box A3 [Source:ZFIN;Acc:ZDB-GENE-980526-423],30559
ENSDARG00000012896,751.5588693659549,-1.2483526087449226,0.411151752762798,-3.0362332164618624,0.002395539962052849,0.02356448669652965,anos1a,,anosmin 1a [Source:ZFIN;Acc:ZDB-GENE-000201-9],30630
ENSDARG00000013087,2595.238217531854,-1.1701429326852055,0.20005089862589637,-5.849226075577008,4.938654662698946e-9,5.546084116897908e-7,ndrg3a,,ndrg family member 3a [Source:ZFIN;Acc:ZDB-GENE-980526-124],30286
ENSDARG00000013393,76.18415545066615,2.7508960155719135,0.7964689601691007,3.4538646866889358,5.526145737158146e-4,0.008028661431215493,guca1b,,guanylate cyclase activator 1B [Source:ZFIN;Acc:ZDB-GENE-011128-6],140431
ENSDARG00000013453,19.535191718751005,1.767798950576038,0.5854422878514046,3.0195955899665656,0.002531124061001696,0.02459203232390888,tdrd9,,tudor domain containing 9 [Source:ZFIN;Acc:ZDB-GENE-090313-193],553222
ENSDARG00000013687,230.3439870671838,1.2714666840351714,0.36638455445740775,3.4703064541520665,5.198648570179739e-4,0.007677550221501093,cilp2,,cartilage intermediate layer protein 2 [Source:ZFIN;Acc:ZDB-GENE-050208-436],557778
ENSDARG00000013730,1717.936115428257,-1.2786228511199382,0.4133352129652321,-3.0934283143872627,0.0019785834746816936,0.020562579672741686,slc4a4a,,"solute carrier family 4 (sodium bicarbonate cotransporter), member 4a [Source:ZFIN;Acc:ZDB-GENE-060526-274]",568631
ENSDARG00000013763,1365.433336791894,1.0670393897766801,0.1901514236942849,5.611524589435669,2.0055178334660597e-8,1.9042090570716584e-6,rrbp1a,,ribosome binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9795],553448
ENSDARG00000014201,565.2486438179212,1.135169629298293,0.39257826209495417,2.891575359370575,0.003833156511747165,0.03300931160349651,otpa,,orthopedia homeobox a [Source:ZFIN;Acc:ZDB-GENE-070216-1],560759
ENSDARG00000014248,617.734653021664,1.080603212897484,0.21433022646920832,5.041767699772988,4.612510177598085e-7,2.7956866481918477e-5,pdlim3b,,PDZ and LIM domain 3b [Source:ZFIN;Acc:ZDB-GENE-060130-104],561865
ENSDARG00000014302,250.6112104482334,1.073733313452055,0.28062864137657134,3.8261715133033354,1.3015162525033356e-4,0.002628790811843177,brinp2,,bone morphogenetic protein/retinoic acid inducible neural-specific 2 [Source:ZFIN;Acc:ZDB-GENE-070912-621],561009
ENSDARG00000014545,63.49222953940557,-1.2153192208433936,0.43184702560352584,-2.8142354787437283,0.004889339838550545,0.03934771380438477,golim4b,,golgi integral membrane protein 4b [Source:ZFIN;Acc:ZDB-GENE-050327-74],541535
ENSDARG00000014599,162.96918014183032,-1.130420574065288,0.243415482430967,-4.643996194391114,3.417338581982998e-6,1.4737189366317713e-4,slc5a6b,,"solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6 [Source:ZFIN;Acc:ZDB-GENE-050913-86]",796312
ENSDARG00000014626,319.6507665099975,5.7553622297906655,1.7015181436929503,3.3824865465726455,7.183279620015198e-4,0.009895124223760663,dlx3b,,distal-less homeobox 3b [Source:ZFIN;Acc:ZDB-GENE-980526-280],30585
ENSDARG00000014866,1043.9500439291623,1.1681958006548863,0.40163156794803445,2.908625451488501,0.003630214940449177,0.031606157074992966,hprt1l,,"hypoxanthine phosphoribosyltransferase 1, like [Source:ZFIN;Acc:ZDB-GENE-040625-17]",415146
ENSDARG00000014910,154.47967418446987,-1.0062224064913532,0.30758039324114195,-3.2714127057587783,0.0010701161964725074,0.01342834975301264,panx1b,,pannexin 1b [Source:ZFIN;Acc:ZDB-GENE-070705-192],567417
ENSDARG00000015876,132.21631432733741,2.5717390541441802,0.8106278523949578,3.172527376830331,0.0015111831078749604,0.01714456610026551,npas1,,neuronal PAS domain protein 1 [Source:ZFIN;Acc:ZDB-GENE-060503-934],NA
ENSDARG00000015937,410.7319328093148,-1.044195390336696,0.12099861291982215,-8.629812897347971,6.145241603753678e-18,4.248474374995082e-15,kptn,,kaptin (actin binding protein) [Source:ZFIN;Acc:ZDB-GENE-040801-258],445248
ENSDARG00000016412,715.5456444292696,2.7162639975082232,0.9524814558668908,2.8517762532563373,0.004347569069717998,0.036199198543233446,agt,,angiotensinogen [Source:ZFIN;Acc:ZDB-GENE-030131-1205],322485
ENSDARG00000017047,229.12344660039838,1.1123467455233984,0.21802175364211604,5.101998892043231,3.3608471947124953e-7,2.112273366154106e-5,slc27a4,,"solute carrier family 27 (fatty acid transporter), member 4 [Source:ZFIN;Acc:ZDB-GENE-050417-248]",550432
ENSDARG00000017780,1513.325004425564,-1.7451454382549283,0.29988519325984475,-5.819378473757434,5.906685087653894e-9,6.468989811592432e-7,rorcb,,RAR-related orphan receptor C b [Source:ZFIN;Acc:ZDB-GENE-040724-215],562258
ENSDARG00000017799,101.6607387758099,4.970021040769349,0.8789348123745496,5.6545957342868585,1.5621350964494934e-8,1.5291643689713338e-6,tgm1,,"transglutaminase 1, K polypeptide [Source:ZFIN;Acc:ZDB-GENE-030131-9032]",100334173
ENSDARG00000018351,572.445790248701,2.3260020408466064,0.8370306149658316,2.778873316290296,0.005454779393556988,0.0424915790576272,hpda,,4-hydroxyphenylpyruvate dioxygenase a [Source:ZFIN;Acc:ZDB-GENE-040426-986],394142
ENSDARG00000018616,23.191924530104675,1.2416254125997412,0.42116691830467334,2.948060160084905,0.00319774827884194,0.028912177418608135,agtr1a,,"angiotensin II receptor, type 1a [Source:ZFIN;Acc:ZDB-GENE-070912-546]",794575
ENSDARG00000018750,259.18180357553075,1.4043756540829424,0.27156168720643525,5.171479336904277,2.3224795781327083e-7,1.5383298115877218e-5,,NPR1 (1 of many),natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943],555911
ENSDARG00000018814,584.0965874736747,1.419380076269875,0.4632136005020311,3.064202075957075,0.002182514341755174,0.021924189404931342,esrp2,,epithelial splicing regulatory protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9824],572992
ENSDARG00000018846,1575.4621313836012,1.6305092252433997,0.35779846614173677,4.557060411202257,5.1874507724928246e-6,2.0493575804622416e-4,dgat2,,diacylglycerol O-acyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-050913-15],NA
ENSDARG00000019081,755.2681228992519,-1.0011127772394146,0.15262894260446697,-6.5591280405693855,5.4123316144535896e-11,1.0411914113613633e-8,zgc:101723,DHDH (1 of many),zgc:101723 [Source:ZFIN;Acc:ZDB-GENE-040927-25],449558
ENSDARG00000019098,3318.6171794704524,-1.2967161708961676,0.1558199605890701,-8.321887426963738,8.65735157429803e-17,4.788164721954883e-14,cd82a,,CD82 molecule a [Source:ZFIN;Acc:ZDB-GENE-030131-2818],324098
ENSDARG00000019294,78.79809240967205,6.716237765690684,2.3296362817619345,2.882955514674207,0.003939630727962804,0.03365113922576105,cbln8,,cerebellin 8 [Source:ZFIN;Acc:ZDB-GENE-080204-13],561171
ENSDARG00000019328,1639.4605266570472,1.2298935237279445,0.2683263767470953,4.583572955584429,4.570972984116375e-6,1.8419605706303564e-4,plxna4,,plexin A4 [Source:ZFIN;Acc:ZDB-GENE-030131-4663],325938
ENSDARG00000019339,177.6821100642965,-1.0961205096443096,0.1489144663420413,-7.360738930001823,1.828949537500829e-13,5.780264374018692e-11,uxt,,"ubiquitously-expressed, prefoldin-like chaperone [Source:ZFIN;Acc:ZDB-GENE-040912-118]",447933
ENSDARG00000019451,322.31240173466017,-1.0819885510471785,0.3896413399582598,-2.776883354222851,0.00548828713797559,0.04269246707223417,pcsk2,,proprotein convertase subtilisin/kexin type 2 [Source:ZFIN;Acc:ZDB-GENE-090608-1],100004460
ENSDARG00000019532,907.314426420557,3.4166994015008445,1.2517078785451672,2.7296300199628045,0.006340544051504198,0.047405155813256966,fads2,,fatty acid desaturase 2 [Source:ZFIN;Acc:ZDB-GENE-011212-1],140615
ENSDARG00000019541,2549.292913681801,1.1232038316904698,0.2475447860501613,4.5373762445671915,5.695843474174697e-6,2.1958472145221355e-4,gpt2l,,"glutamic pyruvate transaminase (alanine aminotransferase) 2, like [Source:ZFIN;Acc:ZDB-GENE-050302-11]",NA
ENSDARG00000019772,74.88643647299736,2.5049855612159284,0.7932759283130463,3.1577733192319926,0.0015897912664963102,0.017718363823021596,si:ch1073-280e3.1,C2,si:ch1073-280e3.1 [Source:ZFIN;Acc:ZDB-GENE-110411-261],563828
ENSDARG00000019808,755.1447129103533,2.244958967115402,0.8067920010581897,2.7825746464651484,0.005392945781511919,0.04212160486272986,evpla,,envoplakin a [Source:ZFIN;Acc:ZDB-GENE-030829-19],373136
ENSDARG00000019949,1096.08993118472,1.2467834412813577,0.45948324553484027,2.7134470155274037,0.006658721571604368,0.0491691913646874,serpinh1b,,"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1b [Source:ZFIN;Acc:ZDB-GENE-990415-93]",30449
ENSDARG00000020143,1193.3831617105234,2.950232971740587,0.9158888592447451,3.22116918659038,0.0012766875707511682,0.015242395643674092,pah,,phenylalanine hydroxylase [Source:ZFIN;Acc:ZDB-GENE-031006-2],378962
ENSDARG00000020158,52.14759026279835,-1.1632979348524026,0.3246686863952185,-3.583030897646601,3.3963041674398394e-4,0.005549219874170721,spag6,,sperm associated antigen 6 [Source:ZFIN;Acc:ZDB-GENE-040704-53],431757
ENSDARG00000020735,35.02444013485999,2.042845619769163,0.4641668814151612,4.401101632974965,1.0770265902127238e-5,3.61016049322365e-4,efcab6,,EF-hand calcium binding domain 6 [Source:ZFIN;Acc:ZDB-GENE-070828-2],NA
ENSDARG00000020741,2200.3082769242565,6.984688709155762,1.7456065251549158,4.0012961732804575,6.299644725919227e-5,0.0014794802576593529,fga,,fibrinogen alpha chain [Source:ZFIN;Acc:ZDB-GENE-031010-21],378986
ENSDARG00000020872,30.12728715246847,1.031685527723217,0.35465467793935845,2.908986098019614,0.003626029836631851,0.03158214884874269,nfat5a,,"nuclear factor of activated T-cells 5, tonicity-responsive a [Source:ZFIN;Acc:ZDB-GENE-030131-6322]",334390
ENSDARG00000020957,31.49805357642617,2.788711731993546,0.9846178507423208,2.832278258911401,0.004621760954468236,0.037729600588819474,pth1ra,,parathyroid hormone 1 receptor a [Source:ZFIN;Acc:ZDB-GENE-991123-8],30629
ENSDARG00000021004,609.6020597287638,3.979219379076022,1.2564436097149132,3.167049717399499,0.0015399398836723503,0.017346278027741042,c5,,complement component 5 [Source:ZFIN;Acc:ZDB-GENE-120510-2],565774
ENSDARG00000021787,2398.4249924305723,2.6041149679792266,0.8717751759420668,2.987140537885976,0.002816002379056608,0.02644245357889191,abcb5,,"ATP-binding cassette, sub-family B (MDR/TAP), member 5 [Source:ZFIN;Acc:ZDB-GENE-030131-6414]",798527
ENSDARG00000021794,246.83613922127952,-1.1563957594031125,0.31495531804352694,-3.6716184587278446,2.4101931811837236e-4,0.0042759185041962725,hmmr,,hyaluronan-mediated motility receptor (RHAMM) [Source:ZFIN;Acc:ZDB-GENE-030131-731],322012
ENSDARG00000021924,473.8055497211451,1.9357160185205733,0.48802532394990783,3.9664253544335746,7.295861080204042e-5,0.0016419769550086879,hsp70.3,,"heat shock cognate 70-kd protein, tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-110713-1]",30671
ENSDARG00000022183,265.8471204105234,-1.1056025472089483,0.21523251204034677,-5.136782248778919,2.794824714019525e-7,1.7973810217515684e-5,gsto1,,glutathione S-transferase omega 1 [Source:ZFIN;Acc:ZDB-GENE-040718-365],436894
